,weight,age,height
11763,74,33.0,167.64
110150,77,48.0,177.8
99720,58,33.0,160.02
116707,63,40.0,160.02
12934,52,36.0,157.48
63732,77,48.0,167.64
95756,61,33.0,162.56
100002,52,34.0,157.48
27164,61,33.0,160.02
84872,58,34.0,165.1
3282,52,31.0,160.02
88564,63,30.0,162.56
113564,77,29.0,167.64
30119,68,39.0,177.8
97080,56,53.0,170.18
38145,65,25.0,167.64
88778,52,23.0,162.56
37968,65,30.0,162.56
86996,68,30.0,165.1
55322,77,33.0,180.34
80510,81,29.0,175.26
46482,63,25.0,167.64
75972,65,42.0,175.26
2198,56,41.0,162.56
2068,53,46.0,157.48
65427,58,42.0,165.1
94105,61,29.0,167.64
76939,49,32.0,172.72
116793,53,38.0,157.48
16152,65,54.0,180.34
55527,68,33.0,175.26
3410,47,49.0,157.48
57942,63,32.0,175.26
60113,56,53.0,162.56
95220,56,32.0,162.56
51064,49,33.0,157.48
85959,67,33.0,167.64
63405,70,33.0,162.56
28687,61,23.0,157.48
86576,63,28.0,160.02
7348,52,32.0,165.1
2552,56,29.0,172.72
50588,52,27.0,162.56
109526,54,25.0,165.1
12183,58,30.0,167.64
80001,52,31.0,162.56
24101,63,33.0,170.18
97488,52,30.0,157.48
96546,56,25.0,170.18
113023,56,31.0,160.02
88621,63,31.0,165.1
87491,49,26.0,157.48
40857,72,27.0,175.26
22743,47,35.0,162.56
90504,63,30.0,177.8
92570,54,33.0,157.48
83886,61,33.0,167.64
49208,81,28.0,175.26
98533,65,31.0,172.72
46552,63,31.0,170.18
17326,106,36.0,170.18
116182,56,31.0,170.18
90080,62,57.0,162.56
50614,52,28.0,154.94
34412,59,31.0,172.72
42833,56,38.0,162.56
25099,65,25.0,160.02
54078,63,40.0,157.48
76514,63,26.0,157.48
52281,61,27.0,165.1
4885,54,27.0,157.48
116297,79,53.0,165.1
24965,56,29.0,160.02
58034,77,51.0,160.02
1585,61,29.0,167.64
42631,83,34.0,182.88
104447,73,33.0,175.26
89428,52,31.0,157.48
74516,61,37.0,162.56
54812,72,26.0,165.1
58139,58,24.0,170.18
36345,55,26.0,152.4
98239,65,46.0,170.18
15568,78,45.0,177.8
13378,58,28.0,170.18
114767,81,34.0,162.56
113896,52,47.0,167.64
112120,61,30.0,170.18
86608,47,26.0,157.48
45499,68,29.0,157.48
48037,58,34.0,160.02
43489,72,29.0,185.42
31030,65,36.0,165.1
84298,58,29.0,170.18
106274,83,52.0,160.02
26181,56,31.0,165.1
47339,72,31.0,167.64
41781,52,32.0,165.1
6086,50,35.0,157.48
105071,62,40.0,167.64
91342,54,42.0,154.94
86212,63,58.0,162.56
110113,77,33.0,157.48
68136,70,29.0,154.94
110164,65,29.0,170.18
105444,56,42.0,167.64
102345,53,36.0,157.48
36294,61,32.0,162.56
11554,54,29.0,165.1
104493,55,36.0,165.1
4663,58,30.0,154.94
106002,54,31.0,152.4
51221,54,26.0,165.1
40158,68,43.0,175.26
19779,56,31.0,172.72
44313,49,32.0,157.48
95161,49,31.0,157.48
28742,70,43.0,167.64
59681,81,41.0,162.56
2956,52,38.0,162.56
118322,52,41.0,167.64
71528,65,29.0,167.64
3513,52,32.0,170.18
9385,65,32.0,167.64
107640,60,58.0,165.1
38079,72,53.0,160.02
48024,65,29.0,175.26
114417,58,34.0,167.64
110010,52,41.0,160.02
105964,52,32.0,157.48
6230,62,31.0,175.26
28532,77,27.0,160.02
74820,68,44.0,175.26
29334,65,37.0,172.72
117508,71,66.0,157.48
105537,65,18.0,177.8
21710,68,29.0,177.8
45541,54,31.0,162.56
103689,52,30.0,165.1
3149,66,34.0,160.02
42509,70,58.0,172.72
22277,64,33.0,172.72
23693,58,22.0,172.72
118364,63,33.0,165.1
78945,90,58.0,167.64
29249,54,37.0,162.56
7786,56,32.0,157.48
29357,79,29.0,172.72
4337,58,32.0,162.56
64806,72,27.0,160.02
23080,90,40.0,170.18
114953,63,31.0,170.18
19655,61,28.0,165.1
50965,65,28.0,157.48
50066,52,29.0,152.4
108913,61,39.0,170.18
69921,52,28.0,167.64
45618,65,29.0,162.56
88256,49,31.0,160.02
52921,86,28.0,175.26
103821,63,36.0,167.64
115024,56,50.0,162.56
105183,56,47.0,165.1
98831,56,51.0,160.02
63520,54,33.0,154.94
71980,62,30.0,177.8
46965,56,32.0,157.48
22085,49,29.0,154.94
95410,61,32.0,172.72
20133,56,27.0,165.1
69717,70,29.0,180.34
21400,77,29.0,177.8
88744,58,29.0,165.1
21460,63,22.0,170.18
53936,55,23.0,172.72
113968,58,32.0,165.1
35825,58,38.0,167.64
80161,56,31.0,157.48
83700,63,30.0,180.34
4197,74,49.0,170.18
45808,79,53.0,177.8
94355,63,32.0,180.34
49827,68,31.0,165.1
104359,68,30.0,165.1
114528,74,33.0,177.8
16935,61,29.0,162.56
34184,61,29.0,160.02
28761,58,26.0,165.1
37539,55,31.0,160.02
23302,113,30.0,162.56
14233,63,35.0,162.56
94474,54,39.0,172.72
49620,54,30.0,152.4
80695,57,31.0,157.48
25925,57,34.0,167.64
26548,52,28.0,170.18
52411,53,25.0,165.1
10067,54,20.0,165.1
24404,65,57.0,154.94
37278,52,48.0,154.94
43306,56,31.0,160.02
746,70,27.0,167.64
1924,63,30.0,170.18
36194,64,23.0,175.26
52020,54,47.0,162.56
38219,72,38.0,170.18
58743,61,25.0,170.18
56847,53,40.0,154.94
49032,45,42.0,157.48
93485,56,55.0,172.72
44847,63,37.0,170.18
55195,56,28.0,165.1
23002,65,28.0,170.18
55719,64,53.0,157.48
66513,61,29.0,177.8
52416,65,27.0,180.34
53442,54,25.0,160.02
34298,52,28.0,154.94
86502,54,30.0,157.48
118161,61,23.0,162.56
38228,57,21.0,167.64
11960,74,47.0,170.18
53977,58,34.0,170.18
56886,62,32.0,160.02
83412,68,27.0,175.26
65085,70,35.0,175.26
8268,72,30.0,167.64
86808,54,32.0,160.02
4685,54,29.0,165.1
24891,79,43.0,165.1
64273,74,31.0,160.02
116761,70,27.0,172.72
62687,104,27.0,167.64
47277,63,25.0,172.72
99999,63,31.0,172.72
105751,48,31.0,157.48
81266,65,28.0,170.18
47171,68,28.0,177.8
72404,63,31.0,175.26
103842,65,24.0,170.18
72436,70,32.0,175.26
4267,49,49.0,162.56
97392,63,45.0,162.56
75881,91,27.0,180.34
79353,54,31.0,167.64
115508,65,26.0,167.64
22713,54,24.0,157.48
31221,56,30.0,162.56
66947,53,55.0,177.8
18143,72,29.0,170.18
9994,74,40.0,170.18
115814,58,26.0,157.48
25126,54,35.0,157.48
49254,58,27.0,167.64
95653,72,43.0,160.02
87484,61,45.0,167.64
47780,47,44.0,154.94
33993,54,30.0,160.02
69225,58,27.0,175.26
64185,63,33.0,172.72
48470,74,49.0,170.18
2414,70,28.0,175.26
55089,54,36.0,165.1
111290,52,32.0,154.94
107652,70,24.0,170.18
65497,54,29.0,165.1
68167,52,44.0,160.02
111193,63,33.0,170.18
3418,65,32.0,157.48
86129,61,30.0,170.18
110034,87,45.0,167.64
36781,65,23.0,170.18
119729,63,42.0,175.26
66307,99,45.0,177.8
47456,56,29.0,160.02
81132,54,29.0,162.56
108596,58,33.0,160.02
62341,51,26.0,160.02
70769,62,35.0,167.64
18426,58,30.0,160.02
104628,70,35.0,170.18
80196,61,28.0,165.1
113999,58,34.0,165.1
10180,56,63.0,165.1
40866,70,38.0,167.64
19540,63,25.0,172.72
75319,59,29.0,160.02
47334,70,34.0,170.18
39619,74,35.0,167.64
4709,68,30.0,160.02
108985,65,28.0,172.72
52114,74,32.0,170.18
21466,61,25.0,167.64
4182,71,36.0,160.02
110547,61,32.0,165.1
344,61,46.0,177.8
50749,52,33.0,149.86
104685,71,39.0,175.26
109102,62,42.0,167.64
76777,74,47.0,172.72
89878,70,32.0,170.18
41177,71,34.0,175.26
28251,58,34.0,160.02
100283,52,36.0,167.64
80247,58,32.0,167.64
37391,56,33.0,165.1
79426,53,29.0,160.02
7393,95,33.0,165.1
28319,70,40.0,170.18
71163,70,28.0,160.02
116233,61,22.0,167.64
102945,77,33.0,180.34
4390,43,23.0,147.32
51895,63,33.0,165.1
35119,70,29.0,157.48
97844,47,27.0,157.48
113032,63,30.0,167.64
31930,72,24.0,170.18
38143,99,35.0,165.1
116258,64,50.0,167.64
23315,63,28.0,170.18
108260,74,29.0,167.64
72379,68,28.0,180.34
31824,54,31.0,165.1
43649,76,28.0,160.02
370,55,26.0,162.56
71753,58,25.0,172.72
37024,57,32.0,157.48
39869,63,36.0,162.56
55104,49,42.0,154.94
6007,58,31.0,162.56
53021,70,32.0,165.1
28436,70,33.0,170.18
112305,62,32.0,170.18
70232,54,27.0,157.48
4999,68,23.0,170.18
43251,97,33.0,160.02
16170,63,29.0,175.26
94063,49,30.0,160.02
17490,61,31.0,162.56
58817,61,32.0,165.1
26096,70,31.0,167.64
9470,77,34.0,160.02
99222,55,54.0,170.18
5609,58,32.0,172.72
910,56,37.0,175.26
72910,72,32.0,180.34
113541,48,29.0,157.48
54986,63,33.0,160.02
87302,61,27.0,154.94
107108,72,53.0,165.1
4233,58,32.0,160.02
58198,54,29.0,167.64
64963,72,36.0,167.64
115072,58,26.0,157.48
119248,54,35.0,175.26
91577,58,32.0,149.86
39515,56,17.0,177.8
93372,58,41.0,152.4
93989,54,31.0,162.56
29311,63,49.0,170.18
4824,48,37.0,160.02
69253,58,26.0,165.1
44601,58,36.0,162.56
53177,54,31.0,172.72
107049,53,29.0,160.02
3543,56,21.0,152.4
5329,58,23.0,175.26
2301,56,39.0,167.64
78132,78,38.0,175.26
90900,58,31.0,170.18
9113,79,35.0,165.1
80630,63,36.0,170.18
61047,68,34.0,172.72
76135,62,39.0,172.72
59828,62,49.0,172.72
65621,56,27.0,165.1
50264,53,37.0,167.64
1775,58,25.0,160.02
59383,72,31.0,175.26
38489,74,31.0,167.64
113800,52,44.0,154.94
39565,54,29.0,172.72
69107,72,36.0,172.72
69915,61,29.0,167.64
18778,65,44.0,170.18
45915,68,61.0,165.1
37655,61,51.0,170.18
39682,54,32.0,160.02
49559,65,29.0,157.48
25632,65,28.0,165.1
16599,58,33.0,157.48
2503,68,42.0,160.02
29626,63,31.0,170.18
42606,61,32.0,167.64
895,57,26.0,162.56
94986,45,33.0,162.56
69900,52,26.0,154.94
49390,65,30.0,180.34
105654,54,36.0,167.64
39331,68,46.0,180.34
112309,74,40.0,162.56
85975,52,25.0,157.48
586,54,35.0,157.48
101094,92,30.0,170.18
30828,72,31.0,165.1
16762,58,31.0,157.48
59164,74,28.0,170.18
105587,47,32.0,162.56
21392,68,28.0,170.18
60917,61,30.0,170.18
45130,63,25.0,157.48
2976,67,36.0,172.72
22246,63,34.0,165.1
17354,61,31.0,172.72
65864,53,26.0,167.64
87685,58,34.0,167.64
73746,58,26.0,157.48
115587,68,26.0,170.18
21653,63,33.0,165.1
37351,53,31.0,167.64
9527,51,32.0,167.64
54157,72,29.0,177.8
68112,64,48.0,172.72
30026,49,28.0,154.94
76076,61,29.0,165.1
50711,49,31.0,157.48
217,78,29.0,167.64
38189,68,32.0,154.94
16259,68,28.0,180.34
116964,65,26.0,165.1
107043,70,42.0,177.8
27017,52,34.0,160.02
15849,61,41.0,167.64
96233,46,28.0,149.86
69241,58,32.0,167.64
99040,58,41.0,167.64
83876,52,32.0,167.64
33344,52,29.0,157.48
15985,68,30.0,180.34
109327,61,29.0,177.8
60089,54,51.0,167.64
102951,56,34.0,162.56
35189,63,38.0,157.48
27411,68,36.0,177.8
95518,57,29.0,162.56
113495,95,28.0,167.64
35721,77,45.0,175.26
21953,60,34.0,172.72
73482,63,116.0,167.64
2926,62,27.0,160.02
61830,58,47.0,167.64
49400,61,27.0,172.72
88865,61,24.0,165.1
63060,56,27.0,170.18
16595,61,38.0,154.94
34198,54,25.0,157.48
1487,56,41.0,162.56
67247,47,30.0,167.64
106096,65,33.0,157.48
12094,65,22.0,175.26
52573,49,37.0,160.02
119523,50,32.0,170.18
89109,79,29.0,180.34
18846,57,46.0,170.18
79143,90,30.0,170.18
117739,65,26.0,162.56
116411,54,42.0,152.4
35308,51,25.0,162.56
108529,68,53.0,172.72
7234,48,27.0,162.56
105478,65,29.0,170.18
42031,57,32.0,165.1
88784,54,35.0,165.1
112197,61,32.0,162.56
119398,54,29.0,160.02
18075,61,42.0,162.56
82279,60,58.0,157.48
76374,56,33.0,160.02
85687,58,27.0,157.48
40940,63,29.0,162.56
103200,61,28.0,167.64
73616,52,46.0,162.56
102015,56,31.0,162.56
1165,89,54.0,170.18
5127,101,39.0,162.56
87693,56,28.0,165.1
19797,64,30.0,165.1
82838,61,30.0,175.26
9100,60,35.0,165.1
5641,49,28.0,154.94
15293,58,40.0,165.1
113559,70,38.0,160.02
76363,49,24.0,167.64
5300,63,27.0,152.4
70208,63,37.0,160.02
93473,67,35.0,157.48
97067,57,60.0,157.48
118473,45,31.0,160.02
45051,74,24.0,157.48
77546,65,39.0,170.18
95655,62,57.0,162.56
41857,62,29.0,167.64
87524,62,28.0,170.18
59063,74,35.0,162.56
100286,104,35.0,177.8
117817,72,38.0,157.48
15988,54,20.0,165.1
98118,63,20.0,162.56
119340,55,32.0,157.48
2900,58,30.0,172.72
107243,54,36.0,172.72
22139,52,51.0,170.18
40589,50,39.0,160.02
63784,52,32.0,160.02
32807,73,55.0,180.34
41658,65,39.0,167.64
102848,68,44.0,180.34
83561,56,40.0,160.02
12353,52,30.0,165.1
82086,68,28.0,172.72
93926,56,29.0,172.72
61515,59,30.0,162.56
19498,65,34.0,167.64
47675,61,33.0,170.18
9702,56,34.0,162.56
50899,52,31.0,162.56
12358,54,33.0,157.48
18554,48,39.0,167.64
55378,63,36.0,167.64
4243,49,33.0,154.94
25013,60,36.0,175.26
109233,63,28.0,170.18
37906,58,26.0,162.56
105238,58,36.0,165.1
59025,58,32.0,162.56
57521,58,33.0,149.86
73155,71,31.0,177.8
107202,54,25.0,167.64
100213,65,35.0,175.26
65334,54,35.0,162.56
17694,49,29.0,167.64
58471,58,37.0,167.64
718,72,39.0,172.72
83919,65,38.0,175.26
99569,54,29.0,165.1
31048,61,29.0,162.56
51635,63,58.0,162.56
3377,61,39.0,162.56
54442,49,40.0,157.48
96931,53,41.0,165.1
112871,51,32.0,165.1
1635,56,33.0,160.02
114845,58,47.0,167.64
70272,61,33.0,157.48
16512,70,37.0,175.26
91580,56,32.0,160.02
39812,68,34.0,177.8
27063,58,38.0,170.18
63133,52,30.0,149.86
63425,65,40.0,165.1
43157,54,42.0,165.1
117967,65,32.0,167.64
47416,55,25.0,165.1
15044,69,33.0,167.64
32159,63,26.0,165.1
92529,63,43.0,160.02
32490,61,29.0,165.1
3066,58,41.0,165.1
36844,58,29.0,172.72
15194,63,34.0,167.64
15980,72,32.0,172.72
85496,83,39.0,167.64
79748,54,28.0,167.64
80560,64,34.0,180.34
100174,56,30.0,162.56
73029,79,38.0,177.8
49771,72,26.0,167.64
81981,56,31.0,170.18
72019,58,48.0,162.56
114288,56,28.0,157.48
14277,58,31.0,157.48
37049,50,30.0,157.48
118250,61,32.0,160.02
94250,72,44.0,167.64
50154,70,31.0,172.72
61391,53,28.0,165.1
28341,72,28.0,170.18
82034,70,30.0,165.1
76908,61,29.0,180.34
82971,70,45.0,167.64
56036,56,44.0,160.02
5819,70,30.0,162.56
112286,50,33.0,154.94
17469,49,26.0,157.48
71583,65,60.0,165.1
9644,54,33.0,157.48
111533,49,25.0,172.72
24281,79,42.0,165.1
69135,51,27.0,167.64
104257,72,29.0,172.72
103396,72,34.0,175.26
17076,104,25.0,187.96
1293,61,37.0,165.1
118919,72,33.0,172.72
1996,58,38.0,157.48
67206,68,45.0,165.1
40476,52,42.0,175.26
43815,48,39.0,154.94
117835,68,28.0,177.8
66778,65,39.0,162.56
97496,58,30.0,170.18
101901,58,26.0,165.1
55992,56,32.0,167.64
68415,54,31.0,160.02
27838,52,35.0,157.48
6702,68,33.0,165.1
108961,61,42.0,175.26
29335,74,37.0,170.18
55864,72,26.0,172.72
114559,68,39.0,175.26
54719,65,39.0,167.64
41233,46,30.0,162.56
26230,59,50.0,167.64
116594,56,27.0,172.72
75523,67,46.0,175.26
82682,65,34.0,157.48
66258,65,26.0,172.72
22456,68,30.0,157.48
84110,56,54.0,170.18
61689,56,32.0,165.1
70992,81,21.0,180.34
84694,53,44.0,162.56
72802,60,30.0,170.18
30660,56,45.0,170.18
92163,49,34.0,160.02
38786,61,32.0,152.4
35149,56,34.0,165.1
71714,54,42.0,160.02
72929,65,31.0,162.56
59094,51,31.0,162.56
88219,41,27.0,154.94
107976,54,22.0,170.18
51183,61,52.0,165.1
58123,58,26.0,157.48
78106,61,34.0,167.64
71542,68,27.0,175.26
42902,63,31.0,162.56
20637,45,34.0,157.48
62094,58,35.0,162.56
59500,48,50.0,162.56
29846,52,38.0,180.34
104303,61,42.0,175.26
71462,62,35.0,167.64
11645,58,29.0,154.94
91100,72,37.0,177.8
26264,58,46.0,162.56
17218,52,30.0,167.64
58377,52,42.0,167.64
71653,54,29.0,162.56
32197,54,31.0,162.56
33839,68,22.0,167.64
4127,50,32.0,154.94
66704,58,37.0,170.18
36823,61,27.0,157.48
110809,55,28.0,167.64
21637,47,25.0,157.48
9409,59,52.0,167.64
112816,63,36.0,170.18
10223,70,40.0,175.26
94824,61,27.0,157.48
27831,52,31.0,160.02
80995,70,33.0,175.26
108831,74,32.0,172.72
92209,68,32.0,157.48
106457,56,43.0,162.56
15936,56,25.0,170.18
91255,66,29.0,175.26
9051,63,57.0,170.18
79938,70,36.0,172.72
103620,54,47.0,157.48
85898,63,26.0,152.4
82154,65,24.0,172.72
78734,75,46.0,167.64
7250,59,38.0,167.64
16510,61,27.0,162.56
84020,63,35.0,175.26
65463,61,32.0,167.64
2269,61,28.0,167.64
111187,70,32.0,175.26
23638,58,29.0,160.02
95832,58,28.0,170.18
89006,58,38.0,157.48
31312,68,32.0,177.8
65896,58,36.0,167.64
21,55,37.0,160.02
87624,72,27.0,165.1
92373,58,42.0,160.02
46630,58,35.0,167.64
58450,47,43.0,154.94
67561,49,32.0,157.48
104921,67,35.0,167.64
28130,56,30.0,160.02
46437,65,35.0,170.18
116367,68,26.0,165.1
5650,53,33.0,167.64
6658,56,26.0,154.94
16695,77,53.0,167.64
28470,58,31.0,170.18
78763,62,28.0,177.8
57656,56,34.0,167.64
162,63,31.0,172.72
6256,79,29.0,162.56
40472,74,31.0,170.18
90307,65,34.0,172.72
99290,68,24.0,175.26
61320,63,40.0,170.18
85907,58,59.0,162.56
118968,61,45.0,167.64
21324,56,32.0,162.56
7520,63,29.0,170.18
98179,61,34.0,162.56
79376,56,39.0,170.18
7933,62,50.0,170.18
87748,49,35.0,154.94
113258,58,32.0,167.64
89416,79,38.0,172.72
97655,47,60.0,154.94
107669,48,40.0,160.02
87593,71,44.0,175.26
83904,54,49.0,170.18
53164,61,35.0,172.72
25839,45,32.0,160.02
117417,65,36.0,170.18
44377,54,35.0,160.02
8270,70,32.0,177.8
41496,56,40.0,165.1
53251,68,38.0,170.18
42713,58,36.0,172.72
60768,54,37.0,157.48
113836,86,29.0,175.26
17308,63,31.0,167.64
60333,58,49.0,160.02
110836,63,24.0,175.26
74060,52,41.0,160.02
92607,99,29.0,172.72
60516,58,48.0,177.8
30744,56,32.0,157.48
4986,56,37.0,165.1
69784,68,31.0,162.56
68079,61,29.0,157.48
13837,68,27.0,177.8
54301,54,36.0,165.1
109527,74,29.0,177.8
64992,56,29.0,167.64
48616,64,33.0,157.48
102995,74,29.0,167.64
37870,58,37.0,157.48
20294,62,49.0,170.18
111351,61,32.0,167.64
99024,58,28.0,165.1
3706,83,39.0,157.48
38371,45,28.0,170.18
27772,54,37.0,175.26
69405,56,51.0,160.02
17307,68,29.0,157.48
12502,69,30.0,167.64
58401,63,30.0,170.18
84886,53,24.0,162.56
96907,63,29.0,175.26
46162,65,26.0,162.56
72445,58,32.0,170.18
21046,61,24.0,167.64
30973,56,27.0,160.02
95058,46,27.0,152.4
30265,52,42.0,167.64
68761,49,27.0,149.86
60633,58,64.0,172.72
94479,68,31.0,180.34
22224,52,33.0,162.56
17636,72,38.0,167.64
60604,79,33.0,172.72
108054,58,50.0,157.48
42113,61,35.0,175.26
51689,61,41.0,157.48
30922,56,28.0,167.64
19439,57,29.0,167.64
36595,50,35.0,157.48
66178,58,60.0,165.1
56875,72,31.0,162.56
97917,47,46.0,162.56
16098,49,24.0,167.64
48480,95,28.0,193.04
73351,53,38.0,160.02
44424,68,48.0,172.72
50770,45,28.0,157.48
92569,74,32.0,172.72
28840,58,33.0,165.1
90740,71,30.0,180.34
78809,48,28.0,157.48
22503,63,24.0,170.18
47149,57,30.0,162.56
68331,67,36.0,172.72
82222,58,31.0,157.48
45959,47,25.0,147.32
110019,68,30.0,167.64
68575,52,30.0,147.32
100978,58,28.0,165.1
83701,68,33.0,162.56
23373,54,22.0,167.64
77182,74,31.0,180.34
30166,65,32.0,175.26
75449,54,22.0,175.26
80815,58,34.0,165.1
22212,90,33.0,177.8
96937,69,49.0,177.8
34456,63,26.0,175.26
98050,58,29.0,177.8
85939,56,29.0,157.48
17838,57,53.0,162.56
52238,56,32.0,157.48
112556,56,30.0,167.64
117583,49,32.0,160.02
28562,56,31.0,157.48
72762,74,25.0,165.1
52085,56,54.0,170.18
117373,63,46.0,154.94
36908,61,29.0,180.34
11663,58,23.0,167.64
103129,63,30.0,157.48
58237,61,38.0,167.64
85537,63,31.0,167.64
9495,56,27.0,157.48
82783,61,34.0,165.1
64593,72,59.0,167.64
14617,58,28.0,172.72
35486,85,30.0,167.64
111294,74,29.0,180.34
38002,65,38.0,160.02
34606,61,49.0,167.64
3617,58,33.0,170.18
42416,61,33.0,165.1
36180,68,38.0,175.26
79294,58,36.0,162.56
82534,72,32.0,185.42
99585,68,31.0,167.64
10939,83,25.0,167.64
60992,63,27.0,170.18
73825,72,34.0,170.18
88500,76,39.0,170.18
76805,79,38.0,162.56
7214,56,31.0,160.02
111890,57,29.0,172.72
76998,52,28.0,152.4
10335,56,33.0,167.64
91423,58,39.0,165.1
76550,68,52.0,177.8
41536,57,20.0,165.1
90750,54,31.0,170.18
44336,65,35.0,167.64
113027,77,32.0,177.8
50834,58,27.0,165.1
47961,53,37.0,170.18
51214,52,33.0,177.8
10331,50,40.0,154.94
68587,52,25.0,160.02
78756,56,28.0,167.64
112599,81,27.0,167.64
112623,72,31.0,165.1
9038,56,30.0,167.64
75087,56,32.0,157.48
35838,49,36.0,154.94
99420,63,32.0,167.64
96929,61,29.0,152.4
32204,61,50.0,165.1
22176,62,31.0,167.64
24850,58,28.0,165.1
30168,65,29.0,172.72
84051,74,37.0,170.18
108826,58,33.0,160.02
8794,81,38.0,172.72
109438,58,36.0,165.1
64077,61,34.0,172.72
76039,83,37.0,160.02
55971,63,32.0,160.02
18963,74,30.0,172.72
3099,52,29.0,160.02
76944,58,26.0,154.94
73560,58,54.0,165.1
35998,70,33.0,165.1
81507,63,30.0,175.26
101538,58,26.0,165.1
107094,61,33.0,172.72
65540,61,44.0,165.1
19685,65,32.0,172.72
9083,58,45.0,175.26
22533,58,31.0,160.02
91751,49,26.0,157.48
112739,52,31.0,154.94
11470,68,24.0,172.72
88170,58,33.0,157.48
35104,70,32.0,170.18
16113,63,34.0,170.18
111271,79,33.0,175.26
28406,86,34.0,165.1
63495,54,24.0,162.56
49370,66,27.0,167.64
88676,62,34.0,175.26
55472,70,31.0,182.88
13703,56,37.0,167.64
41855,65,27.0,180.34
88386,56,31.0,157.48
15857,65,46.0,172.72
76310,61,40.0,167.64
52515,45,29.0,154.94
76524,65,35.0,160.02
18448,63,46.0,162.56
92417,53,32.0,162.56
55677,58,32.0,157.48
18707,63,22.0,157.48
6931,78,38.0,175.26
572,104,34.0,162.56
44371,56,41.0,167.64
2266,43,28.0,162.56
46952,70,27.0,170.18
117281,51,27.0,175.26
108486,54,23.0,160.02
59041,63,37.0,170.18
82990,56,27.0,165.1
79054,63,39.0,167.64
57466,77,32.0,162.56
91472,54,30.0,154.94
105549,58,42.0,165.1
68385,58,50.0,157.48
102930,65,30.0,165.1
101842,54,38.0,162.56
12524,53,27.0,157.48
15624,74,30.0,165.1
60634,65,28.0,175.26
78197,58,34.0,170.18
39093,61,33.0,152.4
104949,61,37.0,172.72
91134,56,24.0,162.56
88032,58,34.0,167.64
84988,54,30.0,154.94
8820,60,43.0,162.56
20860,60,37.0,177.8
16236,52,23.0,157.48
108910,72,35.0,175.26
20299,65,27.0,167.64
25113,54,30.0,172.72
115017,61,35.0,175.26
47899,68,18.0,170.18
31710,63,29.0,167.64
92785,49,33.0,160.02
64148,57,38.0,162.56
73566,62,51.0,170.18
48200,68,31.0,165.1
58692,58,26.0,152.4
48682,63,31.0,170.18
26947,58,36.0,157.48
104415,81,36.0,162.56
115819,95,24.0,175.26
33937,56,24.0,165.1
58689,63,30.0,172.72
104983,57,21.0,167.64
15663,53,30.0,157.48
118049,65,32.0,162.56
35362,61,28.0,167.64
33417,61,34.0,160.02
61851,53,27.0,165.1
12859,54,46.0,165.1
35817,56,30.0,157.48
35750,52,31.0,162.56
65123,68,34.0,170.18
97128,95,35.0,167.64
99620,58,34.0,160.02
31062,62,25.0,180.34
53701,63,29.0,152.4
32220,58,34.0,165.1
11747,54,33.0,160.02
57779,68,40.0,175.26
43935,57,36.0,172.72
79381,57,31.0,162.56
39186,52,28.0,154.94
72615,56,31.0,167.64
106335,47,38.0,154.94
50245,54,31.0,162.56
41530,79,31.0,175.26
17242,65,33.0,160.02
40997,65,30.0,177.8
105952,48,25.0,157.48
81949,56,24.0,162.56
114097,57,53.0,170.18
77439,57,29.0,172.72
95574,58,40.0,175.26
29591,65,38.0,167.64
22630,68,27.0,165.1
107207,56,33.0,154.94
86208,54,33.0,162.56
19637,65,40.0,160.02
87108,54,29.0,162.56
5720,68,56.0,149.86
28635,68,23.0,170.18
92671,60,32.0,162.56
6724,61,32.0,170.18
5193,43,28.0,154.94
90881,70,22.0,165.1
41289,74,32.0,162.56
45629,52,31.0,160.02
70052,63,40.0,172.72
74150,77,27.0,170.18
39419,61,37.0,167.64
45478,55,32.0,162.56
1777,61,32.0,165.1
68171,49,33.0,162.56
22907,63,24.0,172.72
1217,62,40.0,170.18
50975,58,57.0,167.64
56692,58,30.0,167.64
17768,48,43.0,165.1
8163,72,27.0,172.72
22977,48,33.0,152.4
23737,61,28.0,175.26
113401,56,33.0,167.64
72628,68,24.0,167.64
35343,54,24.0,170.18
104483,71,32.0,175.26
79517,49,27.0,157.48
21925,54,41.0,162.56
116563,63,28.0,170.18
89883,72,31.0,170.18
33163,57,25.0,162.56
23007,61,27.0,165.1
55671,58,31.0,167.64
14145,61,36.0,160.02
45911,52,28.0,154.94
5532,62,30.0,160.02
104071,61,41.0,162.56
79389,61,30.0,172.72
71311,56,27.0,170.18
116989,72,30.0,167.64
104329,69,38.0,154.94
95869,83,32.0,170.18
46419,58,37.0,165.1
13879,55,35.0,170.18
41873,58,33.0,172.72
61283,58,37.0,170.18
63410,54,36.0,172.72
99877,63,41.0,162.56
92790,54,33.0,167.64
113558,57,33.0,152.4
6793,54,33.0,165.1
95768,61,33.0,157.48
119460,53,30.0,152.4
30432,58,23.0,170.18
66275,58,28.0,170.18
9294,53,37.0,160.02
26357,58,47.0,162.56
94178,56,31.0,167.64
18950,45,42.0,152.4
95257,65,25.0,167.64
55002,53,37.0,160.02
25364,58,25.0,157.48
4715,49,27.0,170.18
104002,64,34.0,177.8
84009,58,31.0,165.1
69266,99,29.0,175.26
35217,61,33.0,170.18
49828,53,22.0,160.02
115562,65,27.0,170.18
100566,61,25.0,165.1
64360,49,40.0,160.02
62389,62,40.0,180.34
98213,56,28.0,157.48
39069,70,34.0,167.64
82681,62,31.0,175.26
